,기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
26282,20214,A,골목상권,3110118,왕십리역 9번,HL,상권축소,107,48,96,50
26283,20214,A,골목상권,3110117,성동구보건소,HH,정체,120,52,96,50
26284,20214,A,골목상권,3110116,청계천박물관,LH,상권확장,87,50,96,50
26285,20214,A,골목상권,3110115,상왕십리역 3번,HH,정체,108,55,96,50
26286,20214,A,골목상권,3110114,왕십리파출소,HH,정체,119,57,96,50
26287,20214,A,골목상권,3110113,응봉산,HL,상권축소,109,42,96,50
26288,20214,A,골목상권,3110112,행당역 2번,HH,정체,114,51,96,50
26289,20214,A,골목상권,3110111,대현산장미원,LH,상권확장,73,69,96,50
26290,20214,A,골목상권,3110110,상왕십리역 6번,LH,상권확장,92,52,96,50
26291,20214,A,골목상권,3110109,금호삼성래미안아파트,HL,상권축소,101,47,96,50
26292,20214,A,골목상권,3110108,성동구립금호도서관,HH,정체,97,53,96,50
26293,20214,A,골목상권,3110107,금호사거리,HH,정체,133,69,96,50
26294,20214,A,골목상권,3110106,금북초등학교,LH,상권확장,89,58,96,50
26295,20214,A,골목상권,3110105,금동어린이공원,HL,상권축소,105,48,96,50
26296,20214,A,골목상권,3110104,신금호역 4번,HH,정체,106,53,96,50
26297,20214,A,골목상권,3110103,옥수터널,LL,다이나믹,78,42,96,50
26298,20214,A,골목상권,3110102,옥수역 6번,LL,다이나믹,83,48,96,50
26299,20214,A,골목상권,3110101,옥정중학교,HL,상권축소,105,40,96,50
26300,20214,A,골목상권,3110100,옥수동우편취급국,HL,상권축소,102,44,96,50
26301,20214,A,골목상권,3110099,유엔빌리지길,LH,상권확장,93,51,96,50
26302,20214,A,골목상권,3110098,서울독일학교,LL,다이나믹,69,35,96,50
26303,20214,A,골목상권,3110097,한남초등학교,LL,다이나믹,54,40,96,50
26304,20214,A,골목상권,3110096,한남힐사이드아파트,LH,상권확장,90,54,96,50
26305,20214,A,골목상권,3110095,한강진역 3번,LL,다이나믹,56,42,96,50
26306,20214,A,골목상권,3110094,오산중학교,HH,정체,120,67,96,50
26307,20214,A,골목상권,3110093,우사단길,LL,다이나믹,94,45,96,50
26308,20214,A,골목상권,3110092,NH농협은행 보광동지점,HL,상권축소,121,47,96,50
26309,20214,A,골목상권,3110091,리움미술관,LL,다이나믹,62,47,96,50
26310,20214,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,LL,다이나믹,86,41,96,50
26311,20214,A,골목상권,3110089,서빙고동주민센터,HH,정체,115,68,96,50
26312,20214,A,골목상권,3110088,오산고등학교,HL,상권축소,98,47,96,50
26313,20214,A,골목상권,3110087,이태원엔틱가구거리,HH,정체,106,53,96,50
26314,20214,A,골목상권,3110086,이태원역 북측,LH,상권확장,70,56,96,50
26315,20214,A,골목상권,3110085,경리단길남측,LL,다이나믹,80,43,96,50
26316,20214,A,골목상권,3110084,경리단길북측,LL,다이나믹,87,46,96,50
26317,20214,A,골목상권,3110083,서빙고역 1번,LH,상권확장,88,60,96,50
26318,20214,A,골목상권,3110082,용산구청,LL,다이나믹,72,49,96,50
26319,20214,A,골목상권,3110081,해방촌 남동측,LL,다이나믹,84,45,96,50
26320,20214,A,골목상권,3110080,해방촌예술마을,HL,상권축소,99,47,96,50
26321,20214,A,골목상권,3110079,후암동주민센터,LH,상권확장,94,53,96,50
26322,20214,A,골목상권,3110078,이촌동점보아파트,HH,정체,126,70,96,50
26323,20214,A,골목상권,3110077,삼광초등학교,LH,상권확장,93,54,96,50
26324,20214,A,골목상권,3110076,삼각지역 14번,HL,상권축소,117,43,96,50
26325,20214,A,골목상권,3110075,숙대입구역 1번,HH,정체,106,51,96,50
26326,20214,A,골목상권,3110074,서울역 12번,HH,정체,99,61,96,50
26327,20214,A,골목상권,3110073,삼각지역 3번,HL,상권축소,102,49,96,50
26328,20214,A,골목상권,3110072,열정도,LL,다이나믹,91,48,96,50
26329,20214,A,골목상권,3110071,한강미주맨션아파트,HH,정체,127,57,96,50
26330,20214,A,골목상권,3110070,용산세무서,HH,정체,189,71,96,50
26331,20214,A,골목상권,3110069,숙대입구,LL,다이나믹,89,47,96,50
26332,20214,A,골목상권,3110068,남영역 1번,HH,정체,100,61,96,50
26333,20214,A,골목상권,3110067,배문고등학교,HH,정체,120,51,96,50
26334,20214,A,골목상권,3110066,서울역 15번,LH,상권확장,95,58,96,50
26335,20214,A,골목상권,3110065,남정초등학교,HH,정체,143,51,96,50
26336,20214,A,골목상권,3110064,효창공원앞역 2번,HH,정체,101,58,96,50
26337,20214,A,골목상권,3110063,효창공원앞역 5번,HH,정체,121,59,96,50
26338,20214,A,골목상권,3110062,한강로동땡땡거리(은행나무길),HH,정체,107,63,96,50
26339,20214,A,골목상권,3110061,효창동주민센터,HH,정체,115,56,96,50
26340,20214,A,골목상권,3110060,효창공원앞역 6번,HH,정체,98,51,96,50
26341,20214,A,골목상권,3110059,새남터성지,HH,정체,119,68,96,50
26342,20214,A,골목상권,3110058,성심여자고등학교,HH,정체,128,54,96,50
26343,20214,A,골목상권,3110057,황학코아루아파트,LH,상권확장,95,57,96,50
26344,20214,A,골목상권,3110056,신당역 3번,LL,다이나믹,89,46,96,50
26345,20214,A,골목상권,3110055,황학동벼룩시장,HH,정체,166,68,96,50
26346,20214,A,골목상권,3110054,청구역 3번,LL,다이나믹,82,49,96,50
26347,20214,A,골목상권,3110053,청구역 1번,HL,상권축소,110,50,96,50
26348,20214,A,골목상권,3110052,장충초등학교,HH,정체,133,55,96,50
26349,20214,A,골목상권,3110051,한양공고앞 교차로,LH,상권확장,82,52,96,50
26350,20214,A,골목상권,3110050,약수역 7번,HH,정체,118,51,96,50
26351,20214,A,골목상권,3110049,장충단 고개,LH,상권확장,81,52,96,50
26352,20214,A,골목상권,3110048,장충동주민센터,HH,정체,102,59,96,50
26353,20214,A,골목상권,3110047,다산성곽길,LL,다이나믹,64,41,96,50
26354,20214,A,골목상권,3110046,버티고개,LH,상권확장,90,53,96,50
26355,20214,A,골목상권,3110045,동대문역사문화공원역 5번,HH,정체,115,56,96,50
26356,20214,A,골목상권,3110044,관성묘,HH,정체,148,53,96,50
26357,20214,A,골목상권,3110043,충무초등학교,HH,정체,119,55,96,50
26358,20214,A,골목상권,3110042,남산골공원옆,HH,정체,104,53,96,50
26359,20214,A,골목상권,3110041,남산케이블카,LL,다이나믹,95,50,96,50
26360,20214,A,골목상권,3110040,중구회현체육센터(정화예술대남산캠퍼스),HH,정체,127,65,96,50
26361,20214,A,골목상권,3110039,회현역 1번,HH,정체,100,65,96,50
26362,20214,A,골목상권,3110038,경향신문사,HH,정체,115,60,96,50
26363,20214,A,골목상권,3110037,신설동역 12번,HH,정체,115,52,96,50
26364,20214,A,골목상권,3110036,동묘앞역 3번,LL,다이나믹,93,34,96,50
26365,20214,A,골목상권,3110035,동묘앞역 2번,HH,정체,108,51,96,50
26366,20214,A,골목상권,3110034,창신1동주민센터,HH,정체,134,64,96,50
26367,20214,A,골목상권,3110033,창신역 4번,HH,정체,121,60,96,50
26368,20214,A,골목상권,3110032,수족관거리,HH,정체,121,58,96,50
26369,20214,A,골목상권,3110031,창신역 1번,HH,정체,121,52,96,50
26370,20214,A,골목상권,3110030,동대문역 3번,HH,정체,130,61,96,50
26371,20214,A,골목상권,3110029,동대문역 1번,HH,정체,109,55,96,50
26372,20214,A,골목상권,3110028,이화달팽이길,HL,상권축소,113,49,96,50
26373,20214,A,골목상권,3110027,혜화역 1번,LH,상권확장,82,53,96,50
26374,20214,A,골목상권,3110026,종로5가역 4번,HH,정체,166,60,96,50
26375,20214,A,골목상권,3110025,충신시장옆,HH,정체,108,55,96,50
26376,20214,A,골목상권,3110024,혜회동주민센터,HH,정체,100,60,96,50
26377,20214,A,골목상권,3110023,서울대병원,HH,정체,116,56,96,50
26378,20214,A,골목상권,3110022,경신고등학교,HH,정체,109,60,96,50
26379,20214,A,골목상권,3110021,성균관대학교,HL,상권축소,106,46,96,50
26380,20214,A,골목상권,3110020,서울국제고등학교,HL,상권축소,127,47,96,50
26381,20214,A,골목상권,3110019,창덕궁,HH,정체,115,54,96,50
26382,20214,A,골목상권,3110018,중앙고등학교,HH,정체,102,50,96,50
26383,20214,A,골목상권,3110017,정독도서관,LH,상권확장,69,52,96,50
26384,20214,A,골목상권,3110016,평창동동측,HH,정체,108,62,96,50
26385,20214,A,골목상권,3110015,청와대사랑채,HL,상권축소,153,45,96,50
26386,20214,A,골목상권,3110014,경복고등학교,LH,상권확장,92,58,96,50
26387,20214,A,골목상권,3110013,체부동홍종문가옥,LL,다이나믹,64,41,96,50
26388,20214,A,골목상권,3110012,성곡미술관,LH,상권확장,95,52,96,50
26389,20214,A,골목상권,3110011,청운초등학교,HH,정체,101,59,96,50
26390,20214,A,골목상권,3110010,평창동서측,HH,정체,113,56,96,50
26391,20214,A,골목상권,3110009,자하문터널,LH,상권확장,78,51,96,50
26392,20214,A,골목상권,3110008,배화여자대학교(박노수미술관),LL,다이나믹,70,48,96,50
26393,20214,A,골목상권,3110007,사직공원(한국사회과학도서관),LH,상권확장,65,56,96,50
26394,20214,A,골목상권,3110006,부암동주민센터,LH,상권확장,89,56,96,50
26395,20214,A,골목상권,3110005,세검정,HH,정체,126,58,96,50
26396,20214,A,골목상권,3110004,대신고등학교,HH,정체,128,70,96,50
26397,20214,A,골목상권,3110003,세검정초등학교,HH,정체,107,52,96,50
26398,20214,A,골목상권,3110002,독립문역 1번,HH,정체,111,58,96,50
26399,20214,A,골목상권,3110001,이북5도청사,LH,상권확장,93,59,96,50
26400,20213,U,관광특구,3001496,강남 마이스 관광특구,LH,상권확장,93,62,96,50
26401,20213,U,관광특구,3001495,잠실 관광특구,LL,다이나믹,78,49,96,50
26402,20213,U,관광특구,3001494,종로?청계 관광특구,HH,정체,150,69,96,50
26403,20213,U,관광특구,3001493,동대문패션타운 관광특구,LH,상권확장,91,58,96,50
26404,20213,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,HH,정체,126,61,96,50
26405,20213,U,관광특구,3001491,이태원 관광특구,LH,상권확장,93,56,96,50
26406,20213,R,전통시장,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",LH,상권확장,91,66,96,50
26407,20213,R,전통시장,3130326,고덕 골목형상점가,LH,상권확장,73,58,96,50
26408,20213,R,전통시장,3130325,명일전통시장,HH,정체,99,55,96,50
26409,20213,R,전통시장,3130324,길동복조리시장,LL,다이나믹,89,43,96,50
26410,20213,R,전통시장,3130323,둔촌역전통시장,HL,상권축소,107,42,96,50
26411,20213,R,전통시장,3130322,고분다리전통시장,HL,상권축소,109,40,96,50
26412,20213,R,전통시장,3130321,장신구 특화거리 상점가,LL,다이나믹,95,46,96,50
26413,20213,R,전통시장,3130320,암사종합시장,HH,정체,100,51,96,50
26414,20213,R,전통시장,3130319,성내전통시장,HL,상권축소,109,37,96,50
26415,20213,R,전통시장,3130318,로데오거리상점가,HL,상권축소,98,49,96,50
26416,20213,R,전통시장,3130317,마천중앙시장,HH,정체,108,50,96,50
26417,20213,R,전통시장,3130316,마천시장,HH,정체,119,50,96,50
26418,20213,R,전통시장,3130315,문정동 로데오거리 상점가(문정동 로데오거리),HH,정체,103,53,96,50
26419,20213,R,전통시장,3130314,풍납시장,HL,상권축소,123,48,96,50
26420,20213,R,전통시장,3130313,방이시장,LH,상권확장,90,50,96,50
26421,20213,R,전통시장,3130312,석촌시장,LL,다이나믹,93,46,96,50
26422,20213,R,전통시장,3130311,새마을시장,LH,상권확장,87,50,96,50
26423,20213,R,전통시장,3130310,강남개포시장,HH,정체,104,50,96,50
26424,20213,R,전통시장,3130309,은마종합상점가,HH,정체,279,61,96,50
26425,20213,R,전통시장,3130308,청담삼익시장,HH,정체,100,64,96,50
26426,20213,R,전통시장,3130307,도곡시장,HH,정체,132,56,96,50
26427,20213,R,전통시장,3130306,강남언주로,LL,다이나믹,76,40,96,50
26428,20213,R,전통시장,3130305,논현종합시장,LL,다이나믹,75,45,96,50
26429,20213,R,전통시장,3130304,신사상가,HH,정체,200,80,96,50
26430,20213,R,전통시장,3130303,영동전통시장,HL,상권축소,97,46,96,50
26431,20213,R,전통시장,3130302,강남시장(강남구 강남시장),HL,상권축소,114,42,96,50
26432,20213,R,전통시장,3130301,양재시장,HL,상권축소,125,46,96,50
26433,20213,R,전통시장,3130296,남부종합시장,HL,상권축소,145,44,96,50
26434,20213,R,전통시장,3130295,인헌시장(원당종합시장),HH,정체,96,52,96,50
26435,20213,R,전통시장,3130294,관악중부시장,HH,정체,113,58,96,50
26436,20213,R,전통시장,3130293,봉천중앙시장,HL,상권축소,122,49,96,50
26437,20213,R,전통시장,3130292,봉천현대시장,HH,정체,128,54,96,50
26438,20213,R,전통시장,3130291,봉천제일종합시장,LH,상권확장,86,61,96,50
26439,20213,R,전통시장,3130290,영림시장,LL,다이나믹,89,44,96,50
26440,20213,R,전통시장,3130289,봉일시장,HH,정체,118,55,96,50
26441,20213,R,전통시장,3130288,신림현대종합상가,HL,상권축소,98,43,96,50
26442,20213,R,전통시장,3130287,삼성동 시장(삼성동시장),HH,정체,128,61,96,50
26443,20213,R,전통시장,3130286,신신림시장(삼성동시장),LH,상권확장,91,59,96,50
26444,20213,R,전통시장,3130285,서원동상점가,LH,상권확장,88,55,96,50
26445,20213,R,전통시장,3130284,관악종합시장(신원시장),HL,상권축소,148,43,96,50
26446,20213,R,전통시장,3130283,신원시장,HL,상권축소,112,45,96,50
26447,20213,R,전통시장,3130282,난곡 골목형상점가,HH,정체,114,51,96,50
26448,20213,R,전통시장,3130281,우림시장,HH,정체,104,69,96,50
26449,20213,R,전통시장,3130280,신림종합시장,HL,상권축소,102,31,96,50
26450,20213,R,전통시장,3130279,관악신사시장,HL,상권축소,108,48,96,50
26451,20213,R,전통시장,3130278,미성동 도깨비시장 골목형상점가,LH,상권확장,89,54,96,50
26452,20213,R,전통시장,3130277,조원동 펭귄시장(신림중앙시장),HL,상권축소,110,39,96,50
26453,20213,R,전통시장,3130276,신림중앙시장(조원동 펭귄시장),HL,상권축소,101,44,96,50
26454,20213,R,전통시장,3130275,강남골목시장,LL,다이나믹,86,47,96,50
26455,20213,R,전통시장,3130274,사당1동먹자골목상점가(사당1동먹자골목),LH,상권확장,83,53,96,50
26456,20213,R,전통시장,3130273,남성사계시장(남성시장),HH,정체,101,53,96,50
26457,20213,R,전통시장,3130272,사당시장,HL,상권축소,126,49,96,50
26458,20213,R,전통시장,3130271,남성역골목시장,HL,상권축소,107,46,96,50
26459,20213,R,전통시장,3130270,흑석시장,HH,정체,109,51,96,50
26460,20213,R,전통시장,3130269,강남시장(동작구 강남시장),LL,다이나믹,74,43,96,50
26461,20213,R,전통시장,3130268,상도전통시장,LH,상권확장,92,50,96,50
26462,20213,R,전통시장,3130267,본동인정시장(기능상실),HH,정체,145,61,96,50
26463,20213,R,전통시장,3130266,만양로상점가,LH,상권확장,90,53,96,50
26464,20213,R,전통시장,3130265,노량진중앙시장,LH,상권확장,90,50,96,50
26465,20213,R,전통시장,3130264,상도약수골목형상점가,HL,상권축소,106,46,96,50
26466,20213,R,전통시장,3130263,신노량진시장(기능상실),HL,상권축소,170,49,96,50
26467,20213,R,전통시장,3130262,상도도깨비 골목형상점가,HH,정체,146,52,96,50
26468,20213,R,전통시장,3130261,성대전통시장(성대시장),HH,정체,107,51,96,50
26469,20213,R,전통시장,3130260,신대방1동골목상권,HL,상권축소,113,46,96,50
26470,20213,R,전통시장,3130259,대신시장,HH,정체,180,64,96,50
26471,20213,R,전통시장,3130258,영진시장A동,LH,상권확장,90,56,96,50
26472,20213,R,전통시장,3130257,영등포시장기계공구상가,HH,정체,185,61,96,50
26473,20213,R,전통시장,3130256,신동시장,HH,정체,125,61,96,50
26474,20213,R,전통시장,3130255,영등포전통시장,HH,정체,175,68,96,50
26475,20213,R,전통시장,3130254,남서울상가,HH,정체,246,104,96,50
26476,20213,R,전통시장,3130253,영신상가(제일상가),HH,정체,187,71,96,50
26477,20213,R,전통시장,3130250,삼구시장(로타리상가),HH,정체,146,51,96,50
26478,20213,R,전통시장,3130249,동남상가,HH,정체,194,57,96,50
26479,20213,R,전통시장,3130248,영등포역지하도상점가,LH,상권확장,81,67,96,50
26480,20213,R,전통시장,3130247,우리시장,HH,정체,102,53,96,50
26481,20213,R,전통시장,3130246,영등포청과시장(조광시장),HH,정체,131,55,96,50
26482,20213,R,전통시장,3130245,영일시장,HH,정체,137,69,96,50
26483,20213,R,전통시장,3130244,대림중앙시장,LL,다이나믹,81,46,96,50
26484,20213,R,전통시장,3130243,도림시장,LH,상권확장,95,61,96,50
26485,20213,R,전통시장,3130242,대림중앙 골목형상점가,LL,다이나믹,66,41,96,50
26486,20213,R,전통시장,3130241,선유도역 골목형상점가,LL,다이나믹,92,48,96,50
26487,20213,R,전통시장,3130240,영등포유통상가,HH,정체,140,51,96,50
26488,20213,R,전통시장,3130239,양남시장,HL,상권축소,220,46,96,50
26489,20213,R,전통시장,3130238,은행나무시장,HH,정체,106,52,96,50
26490,20213,R,전통시장,3130237,박미시장(기능상실),LH,상권확장,58,72,96,50
26491,20213,R,전통시장,3130236,비단길현대시장(현대시장),HH,정체,106,53,96,50
26492,20213,R,전통시장,3130235,대명여울빛거리시장(대명시장),HH,정체,117,58,96,50
26493,20213,R,전통시장,3130234,푸른터시장(기능상실),LL,다이나믹,47,26,96,50
26494,20213,R,전통시장,3130233,남문시장,HL,상권축소,114,40,96,50
26495,20213,R,전통시장,3130232,독산동 맛나는거리상점가(독산동 맛나는거리),LL,다이나믹,71,46,96,50
26496,20213,R,전통시장,3130231,독산동 우시장,HH,정체,153,80,96,50
26497,20213,R,전통시장,3130230,가리봉시장,HL,상권축소,125,48,96,50
26498,20213,R,전통시장,3130229,남구로시장,HH,정체,115,50,96,50
26499,20213,R,전통시장,3130228,구로시장,HH,정체,135,51,96,50
26500,20213,R,전통시장,3130227,고척골목시장상점가(그라운드 고척),HH,정체,103,53,96,50
26501,20213,R,전통시장,3130226,고척프라자,HL,상권축소,112,42,96,50
26502,20213,R,전통시장,3130225,개봉중앙시장,HH,정체,116,52,96,50
26503,20213,R,전통시장,3130224,개봉프라자(고척근린시장),HL,상권축소,170,48,96,50
26504,20213,R,전통시장,3130223,고척근린시장,HH,정체,125,51,96,50
26505,20213,R,전통시장,3130222,오류시장,HH,정체,113,54,96,50
26506,20213,R,전통시장,3130221,"남부골목시장(남부화곡시장, 남부시장)",HL,상권축소,105,49,96,50
26507,20213,R,전통시장,3130220,등마루시장,LL,다이나믹,91,45,96,50
26508,20213,R,전통시장,3130219,까치산시장,HH,정체,101,53,96,50
26509,20213,R,전통시장,3130218,신월중앙시장,LL,다이나믹,92,41,96,50
26510,20213,R,전통시장,3130217,화곡본동시장,HH,정체,107,50,96,50
26511,20213,R,전통시장,3130216,화곡중앙시장,HH,정체,127,53,96,50
26512,20213,R,전통시장,3130215,대원종합시장,HL,상권축소,135,46,96,50
26513,20213,R,전통시장,3130214,송화벽화시장(송화골목시장),HH,정체,101,54,96,50
26514,20213,R,전통시장,3130213,방신전통시장,HL,상권축소,134,48,96,50
26515,20213,R,전통시장,3130212,공항시장,HH,정체,152,63,96,50
26516,20213,R,전통시장,3130211,신정2동 골목시장(오목교중앙시장),HH,정체,126,53,96,50
26517,20213,R,전통시장,3130210,목2동시장,HH,정체,125,50,96,50
26518,20213,R,전통시장,3130209,목사랑시장(목4동시장),LL,다이나믹,89,43,96,50
26519,20213,R,전통시장,3130208,목동깨비시장(목3동시장),HL,상권축소,109,48,96,50
26520,20213,R,전통시장,3130207,신정1동 골목시장(신정제일시장),HL,상권축소,116,49,96,50
26521,20213,R,전통시장,3130206,신정3동 골목시장,HL,상권축소,99,45,96,50
26522,20213,R,전통시장,3130205,신곡종합시장(신월6동 골목시장),HH,정체,118,55,96,50
26523,20213,R,전통시장,3130204,경창시장,HL,상권축소,102,47,96,50
26524,20213,R,전통시장,3130203,서서울 골목형상점가,HL,상권축소,109,42,96,50
26525,20213,R,전통시장,3130202,신영시장,HL,상권축소,100,48,96,50
26526,20213,R,전통시장,3130201,월정로시장,HL,상권축소,108,49,96,50
26527,20213,R,전통시장,3130200,"신월7동 골목시장(약수시장, 우성상가)",HL,상권축소,113,46,96,50
26528,20213,R,전통시장,3130199,신월3동 골목시장,HL,상권축소,130,40,96,50
26529,20213,R,전통시장,3130198,아현시장,HH,정체,110,53,96,50
26530,20213,R,전통시장,3130197,마포시장,HH,정체,155,55,96,50
26531,20213,R,전통시장,3130196,공덕시장,HH,정체,146,51,96,50
26532,20213,R,전통시장,3130195,도화동 상점가,HH,정체,101,52,96,50
26533,20213,R,전통시장,3130194,용강동 상점가,HH,정체,109,54,96,50
26534,20213,R,전통시장,3130193,신수시장,HL,상권축소,122,36,96,50
26535,20213,R,전통시장,3130192,동진시장,HL,상권축소,117,45,96,50
26536,20213,R,전통시장,3130191,홍대 걷고싶은 거리,LL,다이나믹,68,48,96,50
26537,20213,R,전통시장,3130190,홍대소상공인상점가,LL,다이나믹,65,45,96,50
26538,20213,R,전통시장,3130189,서교시장,LL,다이나믹,88,33,96,50
26539,20213,R,전통시장,3130188,합정시장,LH,상권확장,89,54,96,50
26540,20213,R,전통시장,3130187,영진시장,LH,상권확장,56,52,96,50
26541,20213,R,전통시장,3130186,망원시장,LL,다이나믹,92,48,96,50
26542,20213,R,전통시장,3130185,망원월드컵시장,HH,정체,109,52,96,50
26543,20213,R,전통시장,3130184,마포농수산물시장,HH,정체,144,65,96,50
26544,20213,R,전통시장,3130183,상암동상점가,LL,다이나믹,61,47,96,50
26545,20213,R,전통시장,3130182,영천시장,HH,정체,123,53,96,50
26546,20213,R,전통시장,3130181,아현가구거리상점가,HH,정체,161,83,96,50
26547,20213,R,전통시장,3130180,포방터시장,HH,정체,115,52,96,50
26548,20213,R,전통시장,3130179,"이화여대 3,5,7길 상점가",LL,다이나믹,94,48,96,50
26549,20213,R,전통시장,3130178,이대 앞 스타트업 상점가,LL,다이나믹,89,43,96,50
26550,20213,R,전통시장,3130177,인왕시장(홍제골목형상점가),HH,정체,138,67,96,50
26551,20213,R,전통시장,3130176,유진상가,HH,정체,185,202,96,50
26552,20213,R,전통시장,3130175,신촌 상인회(신촌상점가),LH,상권확장,66,51,96,50
26553,20213,R,전통시장,3130174,연희사러가,HH,정체,187,82,96,50
26554,20213,R,전통시장,3130173,백련시장,HL,상권축소,133,44,96,50
26555,20213,R,전통시장,3130172,모래내시장(서중시장),HH,정체,150,78,96,50
26556,20213,R,전통시장,3130171,불광먹자골목 골목형상점가,HH,정체,117,58,96,50
26557,20213,R,전통시장,3130170,제일시장,LL,다이나믹,92,47,96,50
26558,20213,R,전통시장,3130169,대조시장,HH,정체,103,53,96,50
26559,20213,R,전통시장,3130168,연서시장,HH,정체,126,56,96,50
26560,20213,R,전통시장,3130167,연신내상점가(연빛거리),LL,다이나믹,74,47,96,50
26561,20213,R,전통시장,3130166,응암시장(신응암시장),HH,정체,107,53,96,50
26562,20213,R,전통시장,3130165,"대림골목시장(대림시장, 양지시장)",HL,상권축소,101,49,96,50
26563,20213,R,전통시장,3130164,역촌중앙시장,HL,상권축소,221,48,96,50
26564,20213,R,전통시장,3130163,응암오거리상점가,LL,다이나믹,89,47,96,50
26565,20213,R,전통시장,3130162,증산골목시장,HH,정체,123,51,96,50
26566,20213,R,전통시장,3130161,증산종합시장,HH,정체,97,52,96,50
26567,20213,R,전통시장,3130160,수일시장,HH,정체,187,56,96,50
26568,20213,R,전통시장,3130159,공릉동 도깨비시장,HH,정체,104,54,96,50
26569,20213,R,전통시장,3130158,상계역전종합상가,HL,상권축소,342,45,96,50
26570,20213,R,전통시장,3130157,상계중앙시장,HL,상권축소,103,41,96,50
26571,20213,R,전통시장,3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),HH,정체,108,60,96,50
26572,20213,R,전통시장,3130155,시영B상가(중계 그린아파트 B 상가),LH,상권확장,85,58,96,50
26573,20213,R,전통시장,3130154,상계주공1단지(가)상가,LL,다이나믹,86,46,96,50
26574,20213,R,전통시장,3130153,창동역상점가,HH,정체,98,50,96,50
26575,20213,R,전통시장,3130152,오!도봉거리 상점가,HH,정체,103,52,96,50
26576,20213,R,전통시장,3130151,신도봉시장,LL,다이나믹,91,45,96,50
26577,20213,R,전통시장,3130150,창동골목시장,HL,상권축소,117,47,96,50
26578,20213,R,전통시장,3130149,창동신창시장,HH,정체,118,50,96,50
26579,20213,R,전통시장,3130148,방학동도깨비시장,HL,상권축소,97,45,96,50
26580,20213,R,전통시장,3130147,쌍문역동측상점가,LL,다이나믹,85,49,96,50
26581,20213,R,전통시장,3130146,쌍문시장(쌍문역골목시장),HL,상권축소,115,49,96,50
26582,20213,R,전통시장,3130145,쌍문역둘리상점가,LL,다이나믹,78,49,96,50
26583,20213,R,전통시장,3130144,백운시장,HL,상권축소,126,43,96,50
26584,20213,R,전통시장,3130143,방천골목시장,LH,상권확장,84,51,96,50
26585,20213,R,전통시장,3130142,강북북부시장,LH,상권확장,77,58,96,50
26586,20213,R,전통시장,3130141,강북북부골목시장,HL,상권축소,112,43,96,50
26587,20213,R,전통시장,3130140,숭인시장,HH,정체,121,62,96,50
26588,20213,R,전통시장,3130139,강북종합전통시장(강북종합골목시장),LL,다이나믹,87,41,96,50
26589,20213,R,전통시장,3130138,수유프라자,HH,정체,145,53,96,50
26590,20213,R,전통시장,3130137,"수유전통시장(수유시장, 수유골목시장)",HH,정체,139,56,96,50
26591,20213,R,전통시장,3130136,수유재래시장,HL,상권축소,101,38,96,50
26592,20213,R,전통시장,3130135,수유중앙골목시장(수유중앙시장),HL,상권축소,98,41,96,50
26593,20213,R,전통시장,3130134,"솔샘시장(미아6,7동골목시장)",HH,정체,104,54,96,50
26594,20213,R,전통시장,3130133,우이골목시장(우이시장),LL,다이나믹,90,49,96,50
26595,20213,R,전통시장,3130132,삼양골목시장(삼양시장),HL,상권축소,108,49,96,50
26596,20213,R,전통시장,3130131,동북프라자,HH,정체,136,50,96,50
26597,20213,R,전통시장,3130130,수유북부골목시장,HL,상권축소,155,36,96,50
26598,20213,R,전통시장,3130129,장미원골목시장,HH,정체,123,50,96,50
26599,20213,R,전통시장,3130128,돌곶이시장(석관황금시장),HL,상권축소,112,40,96,50
26600,20213,R,전통시장,3130127,석관시장,HH,정체,114,51,96,50
26601,20213,R,전통시장,3130126,새석관시장,HL,상권축소,141,44,96,50
26602,20213,R,전통시장,3130125,장위전통시장,HH,정체,124,65,96,50
26603,20213,R,전통시장,3130124,번동시장,HH,정체,194,63,96,50
26604,20213,R,전통시장,3130123,꿈의숲 장곡 골목형상점가,HH,정체,119,50,96,50
26605,20213,R,전통시장,3130122,밤나무골시장,LH,상권확장,86,50,96,50
26606,20213,R,전통시장,3130121,길음시장,HH,정체,154,65,96,50
26607,20213,R,전통시장,3130120,돈암시장(돈암제일시장),HH,정체,102,56,96,50
26608,20213,R,전통시장,3130119,정릉아리랑시장,HL,상권축소,126,49,96,50
26609,20213,R,전통시장,3130118,정릉골 골목형상점가,HL,상권축소,109,49,96,50
26610,20213,R,전통시장,3130117,정릉시장,HH,정체,100,55,96,50
26611,20213,R,전통시장,3130116,동성타워프라자,LH,상권확장,82,50,96,50
26612,20213,R,전통시장,3130115,우림골목시장,HH,정체,112,52,96,50
26613,20213,R,전통시장,3130114,유영시장,HL,상권축소,173,37,96,50
26614,20213,R,전통시장,3130113,신아타운,HL,상권축소,109,46,96,50
26615,20213,R,전통시장,3130112,사가정시장,HL,상권축소,99,46,96,50
